"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS28","OUT046",972.613956000001
"FDX24","OUT013",1600.4663521
"FDZ02","OUT035",1669.00884198667
"FDL46","OUT045",1851.60331574
"FDS60","OUT027",4959.27306087619
"NCO06","OUT017",555.172536239999
"FDO16","OUT035",1475.28456692
"FDC60","OUT049",1508.07215423999
"FDA48","OUT018",3375.76829984667
"FDZ36","OUT027",5073.29647029778
"FDK27","OUT045",1923.67285893334
"FDW23","OUT018",546.167036406666
"FDM14","OUT018",1639.68337979143
"FDM14","OUT013",1878.96580930667
"FDW60","OUT018",2702.18547513333
"FDE21","OUT013",1987.34402312
"NCM42","OUT035",1875.72496122667
"FDY59","OUT010",299.938128433334
"DRI49","OUT049",1450.36915467333
"FDT28","OUT019",464.86508874
"FDQ22","OUT018",571.1392192
"FDR60","OUT049",1357.35196775333
"FDC50","OUT019",297.11953388381
"FDV24","OUT013",2589.71676366667
"DRF48","OUT010",752.83790344
"FDQ47","OUT046",636.235306353333
"DRN36","OUT049",1693.38957244667
"NCY06","OUT035",2213.77652214666
"FDE52","OUT035",1575.4862019
"NCB54","OUT045",2016.48509042
"NCF31","OUT035",2598.76851440667
"FDJ08","OUT027",5188.39715574444
"NCC07","OUT017",1815.32671448667
"NCD19","OUT027",1509.11506336
"FDL46","OUT049",2030.82136234
"FDM20","OUT045",3863.82710861333
"NCI06","OUT010",551.505465193333
"DRM11","OUT035",4334.75139902666
"NCH07","OUT018",2332.32840408667
"FDS23","OUT013",2271.90032950667
"FDO49","OUT018",742.672935099999
"FDS35","OUT049",1128.83722361333
"DRK39","OUT045",1340.6505523
"DRI39","OUT049",994.910821233333
"FDV04","OUT017",2696.61248500667
"NCN14","OUT035",3119.68739392001
"FDH08","OUT013",3903.48033675999
"FDS20","OUT046",3135.66723752667
"FDV40","OUT049",1304.78363998
"FDZ48","OUT010",342.312668238095
"FDS24","OUT027",2353.39249796268
"FDK44","OUT049",2961.23318586
"FDS48","OUT045",2380.82381132667
"FDK26","OUT010",582.635609993333
"FDD23","OUT045",3269.93051251333
"NCH54","OUT017",2772.90650700667
"NCP14","OUT010",334.022782926667
"FDM60","OUT010",140.56622604
"FDV24","OUT017",2591.17992574667
"FDH08","OUT018",3374.81249956
"FDS12","OUT027",3440.94309637723
"FDR39","OUT027",4963.65786749333
"FDP12","OUT027",1030.05003634667
"DRF60","OUT027",6468.63980192032
"FDC09","OUT035",1805.61280345334
"FDF50","OUT018",2989.58334934
"FDG28","OUT035",4159.23298109334
"NCE19","OUT017",949.042327893334
"NCM53","OUT010",345.84068854
"NCN18","OUT049",1969.97749566
"FDF32","OUT035",3375.15500927333
"FDF11","OUT013",4089.32209466
"DRI59","OUT049",3908.77781884667
"NCG54","OUT035",2899.14251990667
"FDM44","OUT046",1731.45182710667
"FDT57","OUT018",3543.8766301
"FDV24","OUT046",2588.66784015333
"FDI50","OUT019",922.662990387755
"FDS09","OUT035",886.28013606
"NCC31","OUT027",4143.78360571047
"FDQ07","OUT019",708.142075034421
"FDC22","OUT017",3230.36403810667
"FDZ56","OUT046",2884.75438216667
"FDZ40","OUT019",175.462623893333
"FDS46","OUT027",3141.34863574571
"DRD24","OUT045",2192.9657669
"FDV45","OUT017",3240.26652589333
"FDL26","OUT045",2483.94919604001
"FDA56","OUT018",1818.26382460666
"FDN27","OUT046",1896.13907722
"FDM20","OUT049",4136.08577829333
"FDO16","OUT017",1446.46528076
"FDL03","OUT035",3307.21027462666
"FDE58","OUT046",2046.92455966381
"FDI02","OUT027",3104.76146098571
"NCC55","OUT019",126.134034533333
"FDR03","OUT018",3125.46336427333
"FDB14","OUT017",1603.54245906667
"FDR45","OUT013",4136.62429952667
"NCN07","OUT017",2226.60300379333
"FDM51","OUT019",311.401216544762
"FDT52","OUT027",6656.16085009175
"FDL26","OUT046",2624.28112706001
"NCZ42","OUT046",4073.63078658
"DRI47","OUT019",453.151292053334
"FDW40","OUT013",2407.15242846
"FDN34","OUT046",2895.24936537333
"FDS01","OUT035",3045.76632750667
"NCG55","OUT045",1862.48022402
"FDC11","OUT035",1544.40228581333
"FDX35","OUT018",3344.63677906
"NCB06","OUT046",2748.87321318
"FDR09","OUT019",770.763649907755
"FDC53","OUT017",1680.53894445334
"FDY45","OUT013",3993.77593302
"FDA22","OUT010",518.106518119999
"FDE02","OUT035",1675.38145791333
"FDW21","OUT045",1603.75405030667
"FDV34","OUT046",1273.93674869333
"FDS59","OUT049",1869.639638
"NCW17","OUT017",2236.864957
"NCK54","OUT046",2037.74659226667
"FDG17","OUT019",739.461284841088
"FDG35","OUT017",2794.24930303333
"FDD08","OUT010",135.911396306667
"NCO07","OUT017",3630.45897098667
"FDJ10","OUT010",429.817532093334
"FDW36","OUT017",1800.35040902667
"FDW21","OUT010",339.307713098095
"FDY19","OUT017",2028.43528415238
"DRE03","OUT013",736.6817338
"NCC55","OUT049",663.52709196
"FDH52","OUT010",199.57474844
"FDO09","OUT017",4362.90896876
"FDU43","OUT045",3792.08589359333
"FDX09","OUT010",527.476987319999
"FDH40","OUT019",252.987355
"FDW58","OUT017",1681.07389256001
"FDC47","OUT017",3903.6439904
"NCR41","OUT035",1689.37606346667
"DRG49","OUT035",4165.46409232667
"FDC52","OUT027",4228.97963051905
"FDY13","OUT046",1285.25037738667
"FDY35","OUT013",675.98267862
"FDI35","OUT017",3104.53742562667
"NCU18","OUT049",2416.94778902666
"FDY33","OUT018",2384.00835492
"FDC15","OUT027",4310.63243893333
"FDU01","OUT049",3184.28173419334
"NCU42","OUT046",2888.30220843333
"NCV29","OUT018",2656.02582745333
"NCY30","OUT017",3123.86404609334
"FDQ46","OUT049",1965.30806271333
"FDG58","OUT027",4226.96770022666
"FDK33","OUT017",3642.74837396666
"NCD07","OUT045",1824.55168419333
"NCX29","OUT027",3864.90002629048
"NCT42","OUT013",2552.23353307333
"DRN59","OUT035",809.632041620001
"FDI44","OUT035",1411.81502916667
"FDA45","OUT049",2851.28466055334
"FDP31","OUT045",970.023017493333
"FDY01","OUT046",1991.34896547333
"FDT09","OUT018",1952.26663863333
"DRH03","OUT027",2565.00145026026
"FDA36","OUT018",2787.02059406889
"NCF31","OUT017",2600.79341194667
"FDG14","OUT049",2595.32526312667
"FDG28","OUT027",6599.46804667175
"FDU14","OUT049",4224.34633466
"FDY47","OUT019",404.196083333334
"FDI56","OUT049",1577.31499914667
"DRD01","OUT013",982.554172453334
"FDM22","OUT046",947.714522953334
"FDH33","OUT013",681.796488606668
"DRZ24","OUT013",2028.65444966
"NCQ38","OUT046",1816.33415866
"FDO16","OUT027",2308.93856330268
"FDU07","OUT027",4111.34972622571
"NCB07","OUT013",3298.79522842666
"FDU48","OUT045",2075.31034027333
"NCM43","OUT045",2625.66821039334
"FDR31","OUT010",442.137473100001
"DRK49","OUT018",570.915510399999
"NCI30","OUT010",755.541517500001
"DRD60","OUT017",3099.35466088001
"NCG19","OUT046",3707.56258359333
"FDH12","OUT035",1812.02419113334
"FDM32","OUT035",1619.90851106
"FDM27","OUT035",2685.41430603334
"NCU53","OUT027",4567.70065968
"NCQ18","OUT046",1715.55378812667
"FDS10","OUT013",3063.50599148001
"FDB33","OUT027",4334.78626475333
"FDI12","OUT013",1533.75228217333
"NCW42","OUT013",3740.19748078
"NCC06","OUT018",1903.502226
"FDW02","OUT017",2167.80713791333
"NCD43","OUT017",1810.7266579
"FDM57","OUT018",1242.52829949333
"FDA58","OUT017",4098.64347220667
"FDK56","OUT046",3160.46540239334
"FDP52","OUT045",3643.43434770667
"FDW20","OUT018",1758.73216095333
"FDS52","OUT049",1719.27776288
"NCT29","OUT018",1784.85906288
"NCL54","OUT013",3010.03767965334
"FDC05","OUT045",3145.52607102666
"FDF34","OUT035",3339.00954842667
"FDP03","OUT027",3310.95041794389
"FDD32","OUT010",275.506086986667
"FDZ10","OUT045",2003.12483691333
"FDZ40","OUT035",933.025421420001
"FDD51","OUT018",598.79801596
"NCY30","OUT019",558.461224541089
"FDP58","OUT017",3755.70920040666
"FDV49","OUT017",4145.07090464666
"FDY24","OUT019",163.628650306667
"NCO55","OUT017",1842.22097310667
"FDR13","OUT017",2008.5930967
"FDS51","OUT017",1095.29246634
"FDP26","OUT045",1643.54572046667
"NCB54","OUT027",3501.74160391905
"FDF32","OUT017",3328.41283098
"FDN31","OUT018",2823.36786629333
"DRM48","OUT017",630.708500553334
"FDN20","OUT049",2900.82455264
"DRL01","OUT046",3954.38525200666
"FDV56","OUT049",1828.77822698
"DRH13","OUT027",2885.38234628026
"FDA03","OUT017",2513.6882849
"FDF47","OUT027",6156.4441750089
"FDX32","OUT046",2511.38916653333
"FDX57","OUT049",1685.496003
"NCA30","OUT045",3028.23718949333
"FDO49","OUT013",856.338133553333
"FDL04","OUT019",324.731531244762
"DRM48","OUT035",649.246569693333
"FDR16","OUT013",3630.48300636666
"NCC19","OUT018",2914.61859704
"NCE42","OUT045",3544.25873272
"FDY24","OUT017",967.276059853334
"FDH19","OUT049",2995.21564005333
"FDJ46","OUT013",3000.3035283
"FDN45","OUT010",729.817513346667
"FDY08","OUT035",2364.99770094
"FDZ37","OUT035",1534.96517003333
"NCT30","OUT045",742.276695326668
"DRY23","OUT018",584.8946472
"NCZ30","OUT018",1810.82710492667
"FDC44","OUT018",1702.07724155333
"FDB45","OUT035",1678.09261770667
"FDY04","OUT013",2812.23910806667
"FDM27","OUT046",3076.16429204666
"FDZ43","OUT017",4200.79741033334
"FDT39","OUT019",461.68522794
"NCC06","OUT019",384.898035198095
"FDL15","OUT027",4117.67416782349
"FDL57","OUT017",4366.24054318667
"FDU08","OUT046",1703.00569965333
"FDK40","OUT017",4131.09136836666
"FDQ12","OUT010",693.571805213333
"FDS48","OUT017",2568.08370103333
"FDP09","OUT045",3350.39080020666
"FDW21","OUT049",1697.64438954
"FDY25","OUT035",3123.60258643334
"DRE13","OUT017",1480.26284229333
"FDV43","OUT019",130.540831573333
"FDD22","OUT045",1767.74172216666
"FDM46","OUT019",301.927320070477
"NCO30","OUT010",557.013317886667
"FDM25","OUT046",2942.80492933333
"NCN41","OUT049",2105.06420989333
"FDU24","OUT045",1466.26683856
"FDZ50","OUT046",3125.36267312001
"FDP45","OUT013",4225.4610836
"NCM54","OUT045",1989.44122654
"FDW10","OUT019",543.561397307754
"FDP20","OUT017",2200.35692366666
"FDK32","OUT046",2631.28616421334
"FDN52","OUT049",1507.90082170666
"FDM58","OUT045",1781.10403965333
"FDZ46","OUT027",3059.67923305904
"NCA18","OUT018",1747.08796256
"FDD35","OUT046",2144.15585793333
"NCK31","OUT035",844.506601233334
"FDI40","OUT027",2683.06031940571
"FDT50","OUT019",292.263876677143
"NCT06","OUT046",2833.85104264667
"FDT31","OUT035",3194.96607092
"FDT45","OUT049",932.204134926667
"FDT13","OUT045",2992.71937830667
"FDO50","OUT045",1436.89516033333
"NCU18","OUT010",412.93275532
"NCR54","OUT049",3308.0352896
"NCO18","OUT018",2671.93684953333
"FDU09","OUT045",915.370691333334
"FDT13","OUT018",2801.98342817556
"FDE09","OUT046",1932.42639785333
"NCK53","OUT019",316.168807434286
"FDG45","OUT049",3695.87022566666
"DRH15","OUT035",781.243971926666
"FDO21","OUT019",709.562781267755
"FDD14","OUT027",5004.49027922444
"FDC09","OUT046",1794.57486034667
"FDH45","OUT027",1127.52240177333
"FDV32","OUT046",1117.93497054667
"FDG12","OUT035",2114.78022929333
"FDS32","OUT013",2382.8822208
"NCL55","OUT018",3802.12373852
"DRE01","OUT035",4167.1077084
"DRE15","OUT049",1351.52555195334
"NCL42","OUT045",3915.45965448667
"FDP31","OUT013",1009.47923542
"FDN33","OUT018",1426.71207906285
"FDZ59","OUT046",2831.59449109333
"FDE45","OUT010",544.638670313333
"FDJ07","OUT013",2039.16070708
"FDQ45","OUT018",2745.43184833333
"FDM33","OUT027",5903.54794583555
"FDO15","OUT010",227.440165133333
"FDM46","OUT013",1608.89067511333
"FDR03","OUT045",3296.60987308667
"FDY49","OUT018",2519.9907477
"FDQ60","OUT045",1883.33201474
"FDW10","OUT049",2804.34236497334
"FDO51","OUT049",770.862552006667
"FDJ40","OUT018",1613.86401088476
"FDS20","OUT018",2774.49171022667
"FDU45","OUT013",1947.68446987334
"FDV02","OUT035",2907.26980734667
"FDN09","OUT046",4151.92087698
"NCM55","OUT027",5122.5567707711
"FDN23","OUT018",2201.68144399333
"FDY31","OUT010",455.289686300001
"FDW03","OUT010",319.033836778095
"FDD14","OUT046",3112.03985976667
"FDV23","OUT017",2160.87900066
"DRI03","OUT045",2800.66927953333
"FDN13","OUT035",1724.67258492667
"FDF45","OUT027",1638.34253785333
"FDU46","OUT035",1507.81227030666
"FDB57","OUT049",3825.27391522667
"FDV12","OUT049",1727.42191725333
"FDQ58","OUT013",2615.07271358
"NCA18","OUT017",1989.59395471905
"FDH52","OUT049",1055.15193917333
"FDM24","OUT018",2259.29871071333
"NCP43","OUT027",4980.26429548
"NCO18","OUT019",541.978990447755
"FDM32","OUT017",1610.35350429334
"NCL07","OUT017",664.00573558
"FDK03","OUT013",4334.29599182667
"FDP59","OUT017",1614.80166970667
"FDQ24","OUT049",4241.84624405333
"FDQ16","OUT018",1646.22725216
"FDU44","OUT013",2769.27714243333
"FDH28","OUT010",131.530210373333
"FDV28","OUT019",122.882489266667
"FDM22","OUT045",856.675827313334
"FDR56","OUT046",3318.77573107333
"FDV39","OUT049",3360.19508249333
"FDU37","OUT019",261.079554780001
"FDQ11","OUT010",986.405980806666
"FDX02","OUT045",3563.03433710667
"NCS42","OUT018",1387.89290174666
"FDY57","OUT027",2635.61592185238
"FDB21","OUT049",4121.68268224668
"FDE28","OUT017",3914.5484628
"FDQ55","OUT017",1997.63638119333
"FDA48","OUT049",3877.37533965333
"FDZ19","OUT045",2798.76478082666
"NCC43","OUT045",3994.64730986667
"NCV18","OUT046",1441.8135359
"NCA42","OUT018",2417.32802740666
"FDY45","OUT046",4345.82693764
"NCC30","OUT045",2859.23635434
"FDM57","OUT013",1492.91492872666
"FDL09","OUT010",516.415341733334
"FDB09","OUT027",3303.04751922692
"FDT44","OUT035",2065.02881254667
"NCT06","OUT027",4473.08970291333
"FDX26","OUT049",3125.54969634001
"FDK32","OUT013",2655.40308252001
"DRA12","OUT046",2462.10478629333
"FDO46","OUT010",752.271085706667
"FDE52","OUT013",1546.8744456
"NCH42","OUT045",3874.63035722
"FDV08","OUT035",731.911099253333
"FDB47","OUT018",3171.95096284
"FDC28","OUT010",336.421980544762
"FDD22","OUT046",1954.79048669333
"FDS07","OUT027",3218.39729765904
"DRI13","OUT045",3462.45805646667
"FDG32","OUT018",3365.51453598
"FDU14","OUT017",4227.53294223333
"FDD28","OUT019",194.387380161904
"NCP41","OUT017",1863.97254179905
"FDS08","OUT049",2976.55970211999
"FDX47","OUT045",2479.7344823
"FDC53","OUT019",314.145888271429
"FDQ19","OUT035",4340.09095967333
"FDL14","OUT045",2472.43380775333
"FDM33","OUT019",704.364880667754
"FDA51","OUT045",1814.41669904667
"FDZ27","OUT018",717.690343633333
"FDT04","OUT046",648.724249593333
"DRC13","OUT049",2187.75472784667
"FDR16","OUT027",5669.31494140667
"FDQ03","OUT027",6399.17158371365
"FDE38","OUT035",2871.189262
"DRH23","OUT027",1584.65033968
"FDT11","OUT019",590.788633094423
"FDD09","OUT035",3062.24299107334
"FDR40","OUT045",1317.18984647334
"FDX07","OUT017",3126.97652793334
"FDR07","OUT035",1526.39554726667
"FDA51","OUT017",1996.9369361
"FDT59","OUT019",705.474458561088
"FDF20","OUT017",3268.00754895333
"FDR13","OUT045",1823.72618096666
"FDY26","OUT049",3588.64331321333
"FDW04","OUT017",2253.28502756667
"FDK52","OUT017",3889.42671913334
"FDN60","OUT049",2682.26738014001
"FDM09","OUT019",526.144979234421
"FDP46","OUT049",1519.36889380666
"FDB50","OUT019",257.56542116381
"NCQ29","OUT049",4321.58413874666
"FDP16","OUT027",6580.78118391366
"FDX33","OUT018",2400.94488654667
"FDP07","OUT010",766.18193362
"FDN22","OUT046",3936.06556526667
"FDF39","OUT049",4042.23352282
"FDS21","OUT017",1063.74271218667
"NCM42","OUT013",1835.38145383333
"FDK50","OUT019",506.831475027755
"DRF13","OUT027",4030.66209694311
"FDH35","OUT018",2452.7862273
"FDP60","OUT018",1528.00169782286
"DRJ49","OUT027",3640.45351729645
"NCT42","OUT019",471.636052806666
"FDE38","OUT049",2877.38022549333
"FDI04","OUT049",3369.36066284
"NCH54","OUT045",2538.6065157
"FDT56","OUT049",999.150435893334
"DRD15","OUT018",3442.83340172666
"FDV58","OUT013",3087.11481561333
"FDP21","OUT049",3168.16779846667
"FDH05","OUT013",3957.63155964666
"FDR10","OUT027",4401.44138918667
"NCP06","OUT045",2400.27404866
"FDF33","OUT049",1830.87128024667
"DRK37","OUT013",3197.33336720667
"DRH49","OUT045",1260.28931345333
"FDT58","OUT013",2879.86851983334
"FDD41","OUT018",1569.96171371809
"FDP40","OUT018",1653.8505163181
"FDM51","OUT027",2713.24726973239
"FDO45","OUT010",270.947398773333
"FDW33","OUT010",333.803233791429
"FDY24","OUT045",950.061112860001
"FDB10","OUT010",745.557735533334
"FDM40","OUT035",2403.96906111333
"NCI06","OUT017",3103.78345151334
"FDW12","OUT019",434.780671613334
"FDX48","OUT027",4145.77929471016
"NCW05","OUT027",2854.25995905905
"FDX27","OUT017",1665.87672308182
"DRM37","OUT045",3149.33549011333
"FDA38","OUT045",3839.06207839333
"FDR36","OUT046",691.886110579999
"FDZ45","OUT046",3378.66077917333
"FDG05","OUT017",2714.28204024001
"FDK28","OUT013",4371.15880778667
"FDV47","OUT045",1378.17772569333
"FDN21","OUT045",2529.5133522
"FDP20","OUT027",3558.48025876571
"FDI35","OUT045",2922.05041199334
"DRY23","OUT013",693.323905680001
"FDA56","OUT017",2080.09892922667
"FDB09","OUT013",2108.798327
"NCO26","OUT027",3151.32720227904
"FDQ49","OUT018",2299.85092421333
"FDI52","OUT027",3418.37052739905
"FDZ44","OUT027",3083.60434850874
"FDZ09","OUT018",2457.2141302
"FDY03","OUT049",1960.20716917333
"NCG42","OUT017",2258.09452264
"DRI13","OUT027",5963.00358992445
"FDQ32","OUT013",2157.77122380667
"FDW16","OUT035",1580.96993044
"FDU27","OUT046",753.245011605715
"FDR28","OUT010",513.059199286667
"FDQ49","OUT010",486.279169753334
"FDS37","OUT046",2005.62433888667
"FDW26","OUT018",3274.55626898
"FDX12","OUT018",3638.25608820667
"NCP06","OUT013",2575.35441458
"FDW45","OUT010",457.743114913333
"NCN30","OUT049",1646.96424837334
"FDN24","OUT049",938.090916593334
"NCL41","OUT027",975.057086906667
"FDR02","OUT019",331.949446851429
"FDD09","OUT010",561.144540306666
"FDS33","OUT010",338.726770893333
"FDU22","OUT045",1891.15050414
"FDI53","OUT013",2779.6427607
"DRH01","OUT049",2989.91549476667
"FDX32","OUT013",2441.16366740666
"NCP30","OUT018",567.508434253333
"FDB60","OUT045",3108.13210202
"FDB14","OUT049",1608.18969868
"NCP02","OUT035",991.773083379999
"FDJ10","OUT017",2383.73886127333
"FDG34","OUT046",1902.09474699334
"NCB18","OUT017",1526.8694859
"FDM16","OUT049",1339.41302984
"FDW25","OUT018",1274.9527373
"FDB35","OUT010",284.012081466667
"DRN11","OUT013",2507.28899258666
"FDF41","OUT019",753.304154574422
"FDH16","OUT045",1395.99628696667
"NCQ50","OUT018",3276.28579544667
"DRH23","OUT018",827.882973413333
"DRJ37","OUT013",2609.25202366
"DRJ24","OUT027",5028.46957667111
"FDY16","OUT035",3127.85378601334
"FDQ27","OUT045",1674.91016028667
"FDZ33","OUT045",2395.35849164667
"FDF29","OUT045",2076.47484666667
"FDA08","OUT049",2795.33227112
"FDG31","OUT046",1109.1851823
"FDE34","OUT019",720.684814914421
"NCR30","OUT027",1871.69545085333
"FDV33","OUT035",4378.91979426
"DRZ24","OUT018",1761.54137089333
"NCL54","OUT035",2967.10951446667
"FDR12","OUT049",2943.24899573999
"NCC54","OUT046",4122.88363009333
"DRN59","OUT013",811.077582193334
"FDX50","OUT019",336.891258578095
"FDV31","OUT027",4923.76386387334
"NCA29","OUT027",4651.0224416362
"FDW60","OUT049",3028.51192076667
"FDX08","OUT017",3116.40025054668
"DRD49","OUT013",3726.63065172667
"FDD33","OUT046",3909.98471450666
"FDW35","OUT013",676.208029726667
"FDJ36","OUT017",1769.68914681516
"FDV51","OUT035",2857.11689100666
"FDW36","OUT046",1834.49463042667
"FDH35","OUT046",2855.72925284
"NCS30","OUT027",3567.17815899904
"FDN49","OUT017",675.891286473333
"FDL08","OUT018",3456.18360165333
"FDI09","OUT013",3812.25264269333
"FDP19","OUT018",1886.56125570667
"FDU21","OUT010",135.2193194
"NCP41","OUT045",1693.20725421333
"FDY10","OUT013",1950.06026620667
"FDP12","OUT018",548.247395086666
"NCN26","OUT049",2026.57806358666
"FDK44","OUT013",2968.40411818
"FDC28","OUT049",1863.71492792667
"FDJ41","OUT027",6911.47327803333
"NCT29","OUT035",2149.19651876667
"NCH42","OUT019",693.232571507755
"FDU60","OUT018",2504.92546916667
"FDS02","OUT045",3045.38719879333
"FDC51","OUT046",2114.95879685333
"FDU03","OUT013",3125.46556141334
"FDX39","OUT045",3607.19378842666
"NCY05","OUT010",130.219782813333
"NCL06","OUT027",6885.70847513555
"FDD32","OUT035",1394.97676962
"NCN41","OUT045",1950.22254386
"NCX53","OUT049",2460.14065409999
"FDU57","OUT019",454.953487563636
"FDQ23","OUT046",1794.87378235334
"FDQ52","OUT045",3945.1716009
"FDC14","OUT045",634.232713113333
"FDY09","OUT035",3008.11682446
"FDQ28","OUT045",2479.64404446667
"FDV25","OUT046",3804.13030436666
"FDJ07","OUT035",2012.83599597333
"DRB25","OUT049",1830.87196824
"FDK52","OUT019",685.045584001087
"FDY52","OUT027",1665.06584823509
"FDB28","OUT046",3366.51867334666
"FDT36","OUT035",625.073524446667
"FDV25","OUT017",3825.25267620667
"NCN07","OUT027",3469.65350348502
"FDC57","OUT017",3239.09138889333
"FDQ03","OUT018",3476.77872647334
"FDU23","OUT017",2885.26844634666
"NCX41","OUT035",3632.50004746666
"NCD06","OUT035",821.028495833334
"FDW08","OUT045",1700.66849752667
"NCU29","OUT017",2495.72435729333
"NCE06","OUT013",2757.3417897
"FDV52","OUT010",355.16814706
"FDB02","OUT017",3016.81095182666
"NCR18","OUT045",687.946327853335
"FDK16","OUT049",1650.57492616
"NCQ29","OUT010",773.920038766667
"FDZ01","OUT019",332.941666398095
"FDW27","OUT035",2692.42174006667
"FDD17","OUT018",3517.09884209333
"FDW39","OUT013",3005.93692868
"DRH59","OUT045",1090.85963652
"FDS52","OUT013",1738.46148047334
"FDU40","OUT027",5292.18424631618
"NCF54","OUT013",2951.35235876666
"FDH46","OUT045",1631.41011728667
"NCP14","OUT049",1781.87896427334
"FDH50","OUT049",3667.79470468667
"DRF15","OUT010",466.013038906667
"FDV27","OUT027",2435.88846915602
"NCJ06","OUT049",2054.42284048
"FDN02","OUT018",3097.87170234667
"FDQ51","OUT049",812.874332266668
"FDQ07","OUT017",3835.04816993333
"FDS45","OUT049",1809.26285221334
"NCJ06","OUT045",1927.2716189
"FDD36","OUT035",2008.462267
"FDY25","OUT045",2935.16602838667
"FDU52","OUT046",2630.54923458
"DRK47","OUT017",3914.37863941334
"NCL30","OUT017",2210.31243132666
"FDN22","OUT035",4240.36508318
