"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"DRI03","OUT045",2817.12325958281
"FDN13","OUT035",1616.29953455245
"FDF45","OUT027",1739.93749626078
"FDU46","OUT035",1447.25167386739
"FDB57","OUT049",3707.37504512436
"FDV12","OUT049",1608.50892156576
"FDQ58","OUT013",2460.47975879008
"NCA18","OUT017",1856.73160298343
"FDH52","OUT049",999.305305220014
"FDM24","OUT018",2206.22894723104
"NCP43","OUT027",4985.22116259829
"NCO18","OUT019",223.678074596678
"FDM32","OUT017",1345.17515157184
"NCL07","OUT017",737.895706392951
"FDK03","OUT013",4089.00407105993
"FDP59","OUT017",1470.1248162084
"FDQ24","OUT049",4088.26942394753
"FDQ16","OUT018",1410.78062403693
"FDU44","OUT013",2589.83135887485
"FDH28","OUT010",34.7323586555328
"FDV28","OUT019",34.7323586555328
"FDM22","OUT045",890.81206323461
"FDR56","OUT046",3163.07584763135
"FDV39","OUT049",3138.36067051271
"FDU37","OUT019",335.894635566354
"FDQ11","OUT010",916.000232231573
"FDX02","OUT045",3629.69265536105
"NCS42","OUT018",1153.57156492761
"FDY57","OUT027",2375.17544737466
"FDB21","OUT049",3967.73792680345
"FDE28","OUT017",3763.41822464468
"FDQ55","OUT017",1856.87169689743
"FDA48","OUT049",3714.34975583628
"FDZ19","OUT045",2822.54718185348
"NCC43","OUT045",3769.29888858222
"NCV18","OUT046",1353.68385250574
"NCA42","OUT018",2320.04771501607
"FDY45","OUT046",4191.83988158952
"NCC30","OUT045",2890.44619379874
"FDM57","OUT013",1349.44630454788
"FDL09","OUT010",236.644500038505
"FDB09","OUT027",3414.66935989997
"FDT44","OUT035",1964.99772829687
"NCT06","OUT027",4051.54433892616
"FDX26","OUT049",3211.78178830045
"FDK32","OUT013",2520.11642090283
"DRA12","OUT046",2095.04272731985
"FDO46","OUT010",385.205430325609
"FDE52","OUT013",1394.5119045175
"NCH42","OUT045",3772.76715470772
"FDV08","OUT035",772.243176075116
"FDB47","OUT018",3187.7645973899
"FDC28","OUT010",590.954809255176
"FDD22","OUT046",1884.90958295497
"FDS07","OUT027",3148.46827590666
"DRI13","OUT045",3425.95727811641
"FDG32","OUT018",3358.00097596343
"FDU14","OUT017",3910.92362468829
"FDD28","OUT019",190.953919739532
"NCP41","OUT017",1649.96273787209
"FDS08","OUT049",2889.52068095616
"FDX47","OUT045",2514.21777871239
"FDC53","OUT019",504.306366185257
"FDQ19","OUT035",4016.4028114527
"FDL14","OUT045",2444.50284074037
"FDM33","OUT019",786.670310738517
"FDA51","OUT045",1810.97740628175
"FDZ27","OUT018",619.670072662243
"FDT04","OUT046",693.178464018069
"DRC13","OUT049",2069.19291965937
"FDR16","OUT027",5516.49489328992
"FDQ03","OUT027",5918.41609778479
"FDE38","OUT035",2990.51035050608
"DRH23","OUT027",1632.25758507234
"FDT11","OUT019",331.798487727476
"FDD09","OUT035",3047.78656720419
"FDR40","OUT045",1294.75296622566
"FDX07","OUT017",3164.20426823928
"FDR07","OUT035",1536.78379002821
"FDA51","OUT017",1841.73031259029
"FDT59","OUT019",921.678302605354
"FDF20","OUT017",3148.57670099858
"FDR13","OUT045",1831.63419914842
"FDY26","OUT049",3508.89254779842
"FDW04","OUT017",2051.71191539543
"FDK52","OUT017",3670.33707759949
"FDN60","OUT049",2604.13586043033
"FDM09","OUT019",208.676784203538
"FDP46","OUT049",1414.07738731569
"FDB50","OUT019",331.657087608495
"NCQ29","OUT049",4018.97828197936
"FDP16","OUT027",5976.26904610384
"FDX33","OUT018",2347.01609236798
"FDP07","OUT010",357.71998324597
"FDN22","OUT046",3956.18069457982
"FDF39","OUT049",4261.25303082467
"FDS21","OUT017",1006.45094567323
"NCM42","OUT013",1629.57774797763
"FDK50","OUT019",365.272346689867
"DRF13","OUT027",3811.84433963136
"FDH35","OUT018",2293.23343956843
"FDP60","OUT018",1345.61819807649
"DRJ49","OUT027",3381.06704838493
"NCT42","OUT019",294.200139524953
"FDE38","OUT049",2917.82707757586
"FDI04","OUT049",3283.15494883419
"NCH54","OUT045",2519.4787599551
"FDT56","OUT049",891.152228723741
"DRD15","OUT018",3314.04462041231
"FDV58","OUT013",2883.35756771516
"FDP21","OUT049",3239.26723538009
"FDH05","OUT013",3800.63434831799
"FDR10","OUT027",4021.81106183295
"NCP06","OUT045",2380.57825722103
"FDF33","OUT049",1672.1886461528
"DRK37","OUT013",3111.01210041884
"DRH49","OUT045",1245.59929470087
"FDT58","OUT013",2903.52257602038
"FDD41","OUT018",1449.56768483287
"FDP40","OUT018",1474.9869860799
"FDM51","OUT027",2727.28459024261
"FDO45","OUT010",359.704082283653
"FDW33","OUT010",495.259443643404
"FDY24","OUT045",861.087712099245
"FDB10","OUT010",854.782227491149
"FDM40","OUT035",2163.2980920992
"NCI06","OUT017",2994.88042478721
"FDW12","OUT019",410.011395263923
"FDX48","OUT027",3968.5280161367
"NCW05","OUT027",2674.55254068558
"FDX27","OUT017",1533.95118334838
"DRM37","OUT045",3185.65698148239
"FDA38","OUT045",3759.63549982656
"FDR36","OUT046",697.416011975928
"FDZ45","OUT046",3323.40405055821
"FDG05","OUT017",2539.31518254739
"FDK28","OUT013",4130.75055987838
"FDV47","OUT045",1325.68796780603
"FDN21","OUT045",2487.40350326474
"FDP20","OUT027",3411.83192870932
"FDI35","OUT045",3054.95554262385
"DRY23","OUT013",684.575145099358
"FDA56","OUT017",2023.11941273315
"FDB09","OUT013",2072.99026622318
"NCO26","OUT027",3137.55179219042
"FDQ49","OUT018",2298.88894204196
"FDI52","OUT027",3312.33109064119
"FDZ44","OUT027",3143.20729466395
"FDZ09","OUT018",2344.63119126678
"FDY03","OUT049",1896.82918340925
"NCG42","OUT017",2036.20864489485
"DRI13","OUT027",5567.97745272772
"FDQ32","OUT013",2088.92670690544
"FDW16","OUT035",1461.29866504196
"FDU27","OUT046",743.791296672833
"FDR28","OUT010",376.188830406109
"FDQ49","OUT010",344.113573715755
"FDS37","OUT046",1890.5650854285
"FDW26","OUT018",3273.35298136485
"FDX12","OUT018",3528.31798320549
"NCP06","OUT013",2450.93085614079
"FDW45","OUT010",320.121635043447
"NCN30","OUT049",1497.1112877545
"FDN24","OUT049",891.152228723741
"NCL41","OUT027",1339.81905028776
"FDR02","OUT019",536.172809756389
"FDD09","OUT010",368.819678236914
"FDS33","OUT010",363.941630241513
"FDU22","OUT045",1836.89518039113
"FDI53","OUT013",2563.91358476547
"DRH01","OUT049",2902.60130959809
"FDX32","OUT013",2102.22809172289
"NCP30","OUT018",511.759296839805
"FDB60","OUT045",3106.9073109738
"FDB14","OUT049",1459.38052859061
"NCP02","OUT035",950.256936751784
"FDJ10","OUT017",2093.26677867661
"FDG34","OUT046",1743.83920105867
"NCB18","OUT017",1345.17515157184
"FDM16","OUT049",1148.49277878414
"FDW25","OUT018",1095.74812124322
"FDB35","OUT010",374.858113957755
"DRN11","OUT013",2063.46945073693
"FDF41","OUT019",811.991857077549
"FDH16","OUT045",1329.92551576388
"NCQ50","OUT018",3174.19381137366
"DRH23","OUT018",713.584332480531
"DRJ37","OUT013",2453.5932597648
"DRJ24","OUT027",5230.07848232268
"FDY16","OUT035",3265.69118935776
"FDQ27","OUT045",1564.99135922401
"FDZ33","OUT045",2396.08152772162
"FDF29","OUT045",2037.53099527666
"FDA08","OUT049",2604.13586043033
"FDG31","OUT046",1048.00297557958
"FDE34","OUT019",407.807708278232
"NCR30","OUT027",1888.51768956272
"FDV33","OUT035",4398.52190868677
"DRZ24","OUT018",1675.49612125226
"NCL54","OUT035",3001.42683422232
"FDR12","OUT049",2953.84410727054
"NCC54","OUT046",3966.04981453992
"DRN59","OUT013",714.151450676905
"FDX50","OUT019",554.794745887923
"FDV31","OUT027",4619.66261475426
"NCA29","OUT027",4496.09804692809
"FDW60","OUT049",2914.6212269346
"FDX08","OUT017",3196.27952492964
"DRD49","OUT013",3894.53877121335
"FDD33","OUT046",4115.19933895793
"FDW35","OUT013",686.639622173692
"FDJ36","OUT017",1704.82840576936
"FDV51","OUT035",2896.11108508167
"FDW36","OUT046",1652.22864212379
"FDH35","OUT046",2557.7561021845
"NCS30","OUT027",3404.68430506374
"FDN49","OUT017",732.24020391942
"FDL08","OUT018",3505.60233832825
"FDI09","OUT013",4017.13720256788
"FDP19","OUT018",1855.32801853911
"FDU21","OUT010",119.59490894955
"NCP41","OUT045",1609.86974203348
"FDY10","OUT013",1882.52468185377
"FDP12","OUT018",529.370894732471
"NCN26","OUT049",1904.86958698398
"FDK44","OUT013",2914.43905973663
"FDC28","OUT049",1666.53314367927
"FDJ41","OUT027",6047.41052042468
"NCT29","OUT035",2142.16192784884
"NCH42","OUT019",857.354876290978
"FDU60","OUT018",2617.84114043021
"FDS02","OUT045",3066.80547460222
"FDC51","OUT046",2051.2973927047
"FDU03","OUT013",3178.70341487206
"FDX39","OUT045",3413.69759901454
"NCY05","OUT010",49.7336490486729
"NCL06","OUT027",6166.7205449384
"FDD32","OUT035",1392.27087707408
"NCN41","OUT045",2014.05937994309
"NCX53","OUT049",2078.50296873672
"FDU57","OUT019",307.505245751507
"FDQ23","OUT046",1657.88414459732
"FDQ52","OUT045",3938.42609545171
"FDC14","OUT045",707.142800084412
"FDY09","OUT035",3026.52738020076
"FDQ28","OUT045",2519.4787599551
"FDV25","OUT046",3579.21313557426
"FDJ07","OUT035",1943.30485477839
"DRB25","OUT049",1664.60876051894
"FDK52","OUT019",830.693799987913
"FDY52","OUT027",1729.17003241639
"FDB28","OUT046",3152.15936391511
"FDT36","OUT035",762.350125643726
"FDV25","OUT017",3621.22268133365
"NCN07","OUT027",3436.26130305576
"FDC57","OUT017",3091.40089832978
"FDQ03","OUT018",3503.08891471187
"FDU23","OUT017",2899.93991310385
"NCX41","OUT035",3564.06326170808
"NCD06","OUT035",846.993801099968
"FDW08","OUT045",1589.21294916681
"NCU29","OUT017",2432.48993650368
"NCE06","OUT013",2550.60847853891
"FDV52","OUT010",499.477978927257
"FDB02","OUT017",2889.02342938761
"NCR18","OUT045",707.142800084412
"FDK16","OUT049",1480.53930156473
"NCQ29","OUT010",774.922162383942
"FDZ01","OUT019",504.306366185257
"FDW27","OUT035",2622.59496263147
"FDD17","OUT018",3530.70288430669
"FDW39","OUT013",2928.62312199882
"DRH59","OUT045",980.468770380782
"FDS52","OUT013",1641.45225232156
"FDU40","OUT027",5188.24181455628
"NCF54","OUT013",2901.13767491918
"FDH46","OUT045",1598.95325831724
"NCP14","OUT049",1666.53314367927
"FDH50","OUT049",3225.08317311789
"DRF15","OUT010",331.272706839184
"FDV27","OUT027",2177.76391969128
"NCJ06","OUT049",1922.42305630008
"FDN02","OUT018",3198.68108110615
"FDQ51","OUT049",746.95232158248
